Date and Time,"Lentz Public Health Floor 1, OAU 12-01, OA Fan DP, Present Value (Units: in  W.C.)","Lentz Public Health Floor 1, OAU 12-01, EA Fan DP, Present Value (Units: in  W.C.)","Lentz Public Health Floor 1, Lentz First Floor, OAU 12-01, OA Fan Speed Command (Units: %)","Lentz Public Health Floor 1, Lentz First Floor, OAU 12-01, EA Fan Speed Command (Units: %)","Lentz Public Health Floor 1, Lentz First Floor, OAU 12-01, OA Flow Local (Units: CFM)","Lentz Public Health Floor 1, Lentz First Floor, OAU 12-01, Exhaust Air Flow Local (Units: CFM)","Lentz Public Health Floor 1, OAU 12-01, OA Flow Correction, Present Value","Lentz Public Health Floor 1, OAU 12-01, OA Flow Pgain, Present Value","Lentz Public Health Floor 1, OAU 12-01, EA Flow Correction, Present Value","Lentz Public Health Floor 1, OAU 12-01, EA Flow Pgain, Present Value","Lentz Public Health Floor 1, Lentz First Floor, OAU 12-01, Outside Air Flow Setpoint (Units: CFM)","Lentz Public Health Floor 1, Lentz First Floor, OAU 12-01, Exhaust Air Flow Setpoint (Units: CFM)","Lentz Public Health Floor 1, Lentz First Floor, OAU 12-01, OA_Fan_Status","Lentz Public Health Floor 1, Lentz First Floor, OAU 12-01, EA_Fan Status","Lentz Public Health Floor 1, Lentz First Floor, OAU 12-01, OA_Filter Status","Lentz Public Health Floor 1, Lentz First Floor, OAU 12-01, EA_Filter Staus","Lentz Public Health Floor 1, Lentz First Floor, OAU 12-01, Fire_Alarm Shutdown","Lentz Public Health Floor 1, OAU 12-01, AHU12-01 Supply Fan Status, Present Value","Lentz Public Health Floor 1, OAU 12-01, AHU12-01 Return Fan Status, Present Value","Lentz Public Health Floor 1, Lentz First Floor, OAU 12-01, OA Fan S/S Command","Lentz Public Health Floor 1, Lentz First Floor, OAU 12-01, EA Fan S/S Command","Lentz Public Health Floor 1, Lentz First Floor, OAU 12-01, Outside Air Unit Enable BAS","Lentz Public Health Floor 1, Lentz First Floor, OAU 12-01, OA_Fan Failure","Lentz Public Health Floor 1, Lentz First Floor, OAU 12-01, OA_Fan Failure Reset","Lentz Public Health Floor 1, Lentz First Floor, OAU 12-01, EA Fan Failure","Lentz Public Health Floor 1, Lentz First Floor, OAU 12-01, EA Fan Failure Reset"
4/18/2016 10:01,0.859,0.545,68.807,57.604,6960.104,5499.919,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
4/18/2016 10:11,0.871,0.553,69.198,57.914,7014.083,5508.812,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
4/18/2016 10:21,0.879,0.554,68.971,57.922,7025.848,5516.807,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
4/18/2016 10:31,0.871,0.549,68.78,57.929,6994.325,5499.745,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
4/18/2016 10:41,0.868,0.554,69.169,57.987,7015.401,5500.697,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
4/18/2016 10:51,0.869,0.545,68.941,58.022,7015.942,5490.986,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
4/18/2016 11:01,0.862,0.55,69.355,58.05,7004.708,5496.328,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
4/18/2016 11:11,0.873,0.55,69.186,57.949,7009.746,5482.416,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
4/18/2016 11:21,0.859,0.548,69.186,57.966,6979.559,5486.473,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
4/18/2016 11:31,0.858,0.552,69.039,57.973,6974.817,5491.575,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
4/18/2016 11:41,0.87,0.548,69.428,58.081,7028.235,5485.686,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
4/18/2016 11:51,0.869,0.553,69.27,58.089,7017.264,5511.764,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
4/18/2016 12:01,0.859,0.554,69.415,58.102,6979.952,5514.886,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
4/18/2016 12:11,0.871,0.553,69.325,58.085,7021.576,5490.679,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
4/18/2016 12:21,0.861,0.548,69.325,58.085,6988.464,5515.907,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
4/18/2016 12:31,0.861,0.552,69.465,58.059,6958.728,5507.261,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
4/18/2016 12:41,0.86,0.549,69.541,58.059,7056.326,5501.118,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
4/18/2016 12:51,0.867,0.55,69.592,58.117,7003.449,5484.326,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
4/18/2016 13:01,0.869,0.551,69.506,58.089,7017.09,5499.772,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
4/18/2016 13:11,0.869,0.552,69.323,58.153,7020.775,5521.691,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
4/18/2016 13:21,0.857,0.554,69.073,58.079,7013.739,5514.237,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
4/18/2016 13:31,0.872,0.553,68.974,58.079,7030.396,5507.493,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
4/18/2016 13:41,0.868,0.549,68.839,58.079,6961.249,5495.668,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
4/18/2016 13:51,0.859,0.56,68.839,57.995,6997.739,5542.737,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
4/18/2016 14:01,0.864,0.545,68.839,58.094,6998.463,5469.062,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
4/18/2016 14:11,0.869,0.551,68.991,58.036,6992.75,5475.418,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
4/18/2016 14:21,0.86,0.552,68.991,58.068,7015.447,5486.751,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
4/18/2016 14:31,0.86,0.553,68.991,58.097,6981.145,5508.592,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
4/18/2016 14:41,0.862,0.551,68.974,58.128,7035.67,5500.88,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
4/18/2016 14:51,0.869,0.554,68.824,58.123,7018.144,5516.397,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
4/18/2016 15:01,0.855,0.549,68.824,58.123,6961.707,5494.307,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
4/18/2016 15:11,0.864,0.548,68.824,58.097,6997.266,5485.498,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
4/18/2016 15:21,0.862,0.548,68.824,58.135,6996.37,5485.303,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
4/18/2016 15:31,0.862,0.55,68.824,58.134,6991.817,5504.804,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
4/18/2016 15:41,0.862,0.556,68.872,58.134,6978.86,5527.85,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
4/18/2016 15:51,0.863,0.547,68.976,58.131,6995.801,5483.372,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
4/18/2016 16:01,0.866,0.554,68.976,58.136,7008.196,5515.716,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
4/18/2016 16:11,0.866,0.552,69.022,58.129,6995.565,5513.781,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
4/18/2016 16:21,0.867,0.553,69.022,58.086,6992.593,5509.845,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
4/18/2016 16:31,0.862,0.547,69.213,58.128,6989.464,5493.581,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
4/18/2016 16:41,0.874,0.552,69.179,58.128,7039.58,5507.277,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
4/18/2016 16:51,0.869,0.554,69.179,58.212,6999.183,5503.103,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
4/18/2016 17:01,0.867,0.55,69.179,58.084,7011.619,5494.6,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
4/18/2016 17:11,0.867,0.552,69.179,58.208,7009.254,5504.393,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
4/18/2016 17:21,0.873,0.551,69.165,58.182,7012.48,5484.3,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
4/18/2016 17:31,0.861,0.55,69.165,58.13,6988.463,5496.469,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
4/18/2016 17:41,0.865,0.55,69.206,58.13,6988.571,5488.573,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
4/18/2016 17:51,0.863,0.553,69.186,58.209,6995.928,5507.56,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
4/18/2016 18:01,0.866,0.555,69.153,58.277,6982.981,5511.744,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
4/18/2016 18:11,0.86,0.552,68.936,58.231,6981.215,5504.485,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
4/18/2016 18:21,0.86,0.55,68.96,58.153,6981.436,5494.535,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
4/18/2016 18:31,0.871,0.55,69.187,58.176,7042.404,5493.236,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
4/18/2016 18:41,0.856,0.554,69.187,58.176,6966.404,5515.413,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
4/18/2016 18:51,0.853,0.553,69.404,58.215,6985.518,5493.721,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
4/18/2016 19:01,0.866,0.553,69.469,58.28,7007.592,5523.76,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
4/18/2016 19:11,0.859,0.555,69.469,58.248,6976.775,5519.281,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
4/18/2016 19:21,0.873,0.552,69.634,58.133,7005.673,5502.687,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
4/18/2016 19:31,0.862,0.552,69.482,58.136,6988.835,5503.914,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
4/18/2016 19:41,0.874,0.552,69.63,58.049,7038.768,5507.314,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
4/18/2016 19:51,0.859,0.548,69.63,58.13,6990.609,5493.339,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
4/18/2016 20:01,0.866,0.55,69.616,58.17,7036.261,5522.9,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
4/18/2016 20:11,-0.031,-0.008,33,40,0,0,1,15,0.774,15,7000,5500,Off,Off,Clean,Clean,Normal,Off,Off,Off,Off,Auto,Off,Off,Off,Off
4/18/2016 20:21,-0.031,-0.008,33,40,0,0,1,15,0.774,15,7000,5500,Off,Off,Clean,Clean,Normal,Off,Off,Off,Off,Auto,Off,Off,Off,Off
4/18/2016 20:31,-0.03,-0.008,33,40,0,0,1,15,0.774,15,7000,5500,Off,Off,Clean,Clean,Normal,Off,Off,Off,Off,Auto,Off,Off,Off,Off
4/18/2016 20:41,-0.03,-0.007,33,40,0,0,1,15,0.774,15,7000,5500,Off,Off,Clean,Clean,Normal,Off,Off,Off,Off,Auto,Off,Off,Off,Off
4/18/2016 20:51,1.168,0.524,80.963,57.057,6937.007,5363.373,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
4/18/2016 21:01,0.867,0.55,69.761,57.872,6971.004,5487.082,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
4/18/2016 21:11,0.875,0.552,69.226,57.904,7031.958,5508.925,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
4/18/2016 21:21,0.866,0.553,68.984,57.908,7006.028,5508.851,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
4/18/2016 21:31,0.859,0.548,68.97,57.932,6977.063,5496.054,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
4/18/2016 21:41,0.874,0.557,68.979,57.957,7003.781,5527.706,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
4/18/2016 21:51,0.857,0.555,68.954,58.052,7000.754,5510.11,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
4/18/2016 22:01,0.862,0.548,68.954,58.017,6992.293,5486.878,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
4/18/2016 22:11,0.863,0.553,68.954,58.017,6994.86,5507.817,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
4/18/2016 22:21,0.861,0.552,69.16,58.113,6986.465,5504.249,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
4/18/2016 22:31,0.87,0.549,69.008,57.937,7022.575,5491.281,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
4/18/2016 22:41,0.857,0.551,69.008,57.937,6969.669,5498.079,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
4/18/2016 22:51,0.864,0.552,69.008,57.937,6996.967,5503.618,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
4/18/2016 23:02,0.872,0.545,68.811,57.941,7032.336,5469.439,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
4/18/2016 23:11,0.863,0.552,68.606,57.972,6995.2,5506.674,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
4/18/2016 23:21,0.859,0.55,68.606,57.902,7003.796,5498.068,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
4/18/2016 23:31,0.859,0.553,68.902,57.924,6994.514,5504.422,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
4/18/2016 23:41,0.858,0.55,69.01,57.898,6974.066,5495.697,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
4/18/2016 23:51,0.865,0.55,69.114,57.903,7010.251,5507.06,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
4/19/2016 0:01,0.857,0.548,69.17,57.88,6971.032,5483.54,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
4/19/2016 0:11,0.862,0.558,69.172,58.126,6989.991,5534.418,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
4/19/2016 0:21,0.863,0.554,69.172,58.021,6993.295,5516.087,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
4/19/2016 0:31,0.876,0.551,69.228,58.037,7047.01,5499.516,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
4/19/2016 0:41,0.878,0.55,69.003,58.037,7053.24,5493.811,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
4/19/2016 0:51,0.856,0.551,69.375,57.999,6966.857,5506.859,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
4/19/2016 1:01,0.864,0.545,69.384,58.07,6997.726,5472.267,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
4/19/2016 1:11,0.869,0.555,69.384,58.042,7011.802,5518.096,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
4/19/2016 1:21,0.861,0.553,69.314,58.025,6985.836,5511.582,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
4/19/2016 1:31,0.863,0.547,69.344,58.003,6996.272,5478.765,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
4/19/2016 1:41,0.861,0.544,69.261,57.973,6987.192,5478.858,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
4/19/2016 1:50,0.87,0.556,69.261,,,,,,,,,,,,,,,,,,,,,,,
4/19/2016 2:01,0.863,0.55,69.261,58.077,6995.961,5497.166,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
4/19/2016 2:11,0.86,0.55,69.211,58.077,6982.801,5494.787,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
4/19/2016 2:21,0.866,0.548,69.371,58.057,7008.767,5485.568,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
4/19/2016 2:31,0.874,0.551,69.353,58.057,6996.77,5511.287,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
4/19/2016 2:41,0.851,0.554,69.353,58.08,6944.678,5515.694,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
4/19/2016 2:51,0.872,0.549,69.377,57.944,7031.478,5488.925,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
4/19/2016 3:00,0.858,0.551,69.287,57.975,6974.635,5526.085,1,15,,,,,,,,,,,,,,,,,,
4/19/2016 3:11,0.866,0.548,69.287,58.066,7006.792,5486.538,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
4/19/2016 3:21,0.868,0.56,69.287,57.99,7013.835,5545.242,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
4/19/2016 3:31,0.867,0.555,69.258,58.092,6991.869,5513.009,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
4/19/2016 3:41,0.857,0.551,69.144,58.093,6969.66,5497.532,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
4/19/2016 3:51,0.86,0.553,69.216,58.106,6983.038,5508.4,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
4/19/2016 4:01,0.877,0.554,69.363,58.162,7019.379,5526.883,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
4/19/2016 4:11,0.857,0.555,69.21,58.104,6972.192,5518.1,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
4/19/2016 4:21,0.858,0.554,69.21,58.181,6974.759,5513,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
4/19/2016 4:31,0.864,0.551,69.238,58.142,7000.01,5498.901,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
4/19/2016 4:41,0.857,0.549,69.202,58.142,6971.445,5490.537,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
4/19/2016 4:51,0.855,0.549,69.255,58.178,6960.617,5488.621,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
4/19/2016 5:01,0.867,0.551,69.255,58.157,7012.218,5509.383,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
4/19/2016 5:11,0.856,0.549,69.246,58.157,7005.811,5492.099,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
4/19/2016 5:21,0.861,0.553,69.167,58.084,6984.9,5507.789,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
4/19/2016 5:31,0.859,0.552,69.167,58.125,6978.439,5506.226,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
4/19/2016 5:41,0.867,0.548,69.307,58.098,7009.017,5486.943,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
4/19/2016 5:51,0.872,0.551,69.268,58.053,7032.673,5497.558,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
4/19/2016 6:01,0.869,0.546,69.201,58.053,7019.641,5522.641,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
4/19/2016 6:11,0.867,0.555,69.203,58.199,7010.391,5520.819,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
4/19/2016 6:21,0.858,0.559,69.203,58.035,6972.492,5538.244,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
4/19/2016 6:31,0.867,0.553,69.237,58.035,7009.09,5511.297,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
4/19/2016 6:41,0.859,0.551,69.237,57.998,6978.059,5500.082,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
4/19/2016 6:51,0.867,0.558,69.406,58.034,7027.758,5519.667,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
4/19/2016 7:01,0.87,0.551,69.326,58.027,7022.137,5497.475,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
4/19/2016 7:11,0.854,0.549,69.31,57.956,6957.171,5492.056,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
4/19/2016 7:21,0.861,0.547,69.29,57.999,6986.069,5482.044,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
4/19/2016 7:31,0.874,0.543,69.465,58.068,7016.426,5462.674,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
4/19/2016 7:41,0.871,0.55,69.315,58.024,7000.671,5479.758,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
4/19/2016 7:51,0.868,0.555,69.315,58.078,7012.902,5521,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
4/19/2016 8:01,0.87,0.55,69.34,58.078,7023.583,5493.563,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
4/19/2016 8:11,0.873,0.547,69.34,58.098,7036.091,5489.547,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
4/19/2016 8:21,0.87,0.551,69.34,58.057,7023.787,5499.599,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
4/19/2016 8:31,0.867,0.552,69.34,58.079,7011.41,5503.096,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
4/19/2016 8:41,0.86,0.552,69.377,58.126,6980.57,5506.166,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
4/19/2016 8:51,0.863,0.553,69.336,58.17,6996.136,5507.719,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
4/19/2016 9:01,0.856,0.552,69.406,58.17,6966.397,5508.582,1,15,0.774,15,7000,5500,On,On,Clean,Clean,Normal,On,On,On,On,Auto,Off,Off,Off,Off
